Java高级开发工程师,武汉钇众合创科技服务有限公司,民营公司,50-150人,专业服务(咨询、人力资源、财会),1.5-2万/月,武汉-东湖新技术产业开发区,无工作经验,,招10人,03-24发布,,,五险一金;员工旅游;年终奖金;绩效奖金;专业培训;做五休二;弹性工作;带薪年假;包住宿;餐饮补贴,
java大数据开发工程师,北京联龙博通电子商务技术有限公司,民营公司,1000-5000人,互联网/电子商务,1-1.5万/月,深圳,3-4年经验,本科,招1人,03-24发布,,,五险一金;弹性工作;餐饮补贴;年终奖金,
Java高级开发工程师,中山市智力顺电器有限公司,民营公司,150-500人,家具/家电/玩具/礼品,2-2.5万/月,广州-天河区,3-4年经验,本科,招若干人,03-24发布,,,五险一金;免费班车;交通补贴;餐饮补贴;年终奖金;专业培训,
Java工程师,深圳市鑫益嘉科技股份有限公司,上市公司,150-500人,计算机软件,1-2万/月,深圳,3-4年经验,本科,招1人,03-24发布,,,五险一金;员工旅游;专业培训;年终奖金;生日会;下午茶,
Java开发工程师,贵州广思信息网络有限公司,国企,50-150人,计算机服务(系统、数据服务、维修),0.8-1.4万/月,贵阳,无工作经验,,招2人,03-24发布,,,五险一金;交通补贴;餐饮补贴;通讯补贴;定期体检;14薪;免费班车,
java开发工程师,辽宁惠康检测评价技术有限公司,民营公司,50-150人,检测，认证,0.6-1.2万/月,沈阳-浑南区,无工作经验,,招2人,03-24发布,,,做五休二;五险一金;周末双休;节日福利,
Java高级开发工程师,北京聚源锐思数据科技有限公司,民营公司,50-150人,计算机软件,1.5-2.5万/月,北京-海淀区,无工作经验,,招1人,03-24发布,,,五险一金;年终奖金;定期体检;弹性工作;交通补贴;餐饮补贴;通讯补贴;员工旅游,
java后端工程师,广东凯兴达建筑科技有限公司,民营公司,50-150人,建筑/建材/工程,0.6-1万/月,中山,2年经验,大专,招1人,03-24发布,,软件工程,带薪年假;绩效奖金;社会保险;标准工时;年终奖金,
Java开发工程师(北京),北京先进数通信息技术股份公司,上市公司,1000-5000人,计算机软件,0.7-1.1万/月,北京,3-4年经验,本科,招2人,03-24发布,,,五险一金;餐饮补贴;定期体检;年终奖金,
高薪招聘JAVA高级工程师,成都蓝石量化区块链科技有限公司,民营公司,少于50人,互联网/电子商务,0.6-1万/月,成都-武侯区,无工作经验,,招2人,03-24发布,,,,
